Merchant,Country,Location,Day,Local Time,Local Currency,Local Currency Transaction Value,Card Currency,Payment Amount,Margin Income F,Margin Income A
TradeNova,UAE,Sharjah,Monday,8:00,AED,852.16,AUD,516.46,5.16,15.49
NovaPay,China,Chengdu,Monday,6:00,CNY,396.97,AED,98.02,0.98,2.94
BuyNet,France,Strasbourg,Thursday,6:00,EUR,445.44,USD,404.95,4.05,12.15
FlexiPay,USA,Houston,Monday,15:00,USD,88.09,EUR,88.09,0.88,2.64
MerchantX,Italy,Rome,Monday,21:00,EUR,32.91,GBP,38.72,0.39,1.16
AlphaPay,Thailand,Chiang Mai,Tuesday,19:00,THB,270.68,GBP,318.45,3.18,9.55
GlobalMart,India,Mumbai,Saturday,20:00,INR,236.02,EUR,236.02,2.36,7.08
PaySphere,Brazil,Brasilia,Wednesday,7:00,BRL,196.41,EUR,196.41,1.96,5.89
QuickServe,Denmark,Odense,Sunday,11:00,DKK,358.46,USD,325.87,3.26,9.78
FinEdge,Netherlands,Almere,Saturday,11:00,EUR,319.12,AUD,193.41,1.93,5.8
Transactly,USA,San Diego,Saturday,0:00,USD,25.24,GBP,29.69,0.3,0.89
Cashwave,USA,New York,Wednesday,15:00,USD,5.34,EUR,5.34,0.05,0.16
NeoCommerce,Singapore,Singapore,Monday,8:00,SGD,229.62,AUD,139.16,1.39,4.17
EuroLink,South Africa,Port Elizabeth,Tuesday,0:00,ZAR,489.04,AUD,296.39,2.96,8.89
SmartFunds,USA,New York,Saturday,10:00,USD,171.51,EUR,171.51,1.72,5.15
TradeNova,Thailand,Chiang Mai,Friday,12:00,THB,455.81,AUD,276.25,2.76,8.29
NovaPay,South Africa,Johannesburg,Wednesday,18:00,ZAR,76.24,USD,69.31,0.69,2.08
BuyNet,Canada,London,Monday,14:00,CAD,270.66,USD,246.05,2.46,7.38
FlexiPay,Ireland,Cork,Thursday,12:00,EUR,369.14,AED,91.15,0.91,2.73
MerchantX,Vietnam,Da Nang,Thursday,13:00,VND,223.92,AED,55.29,0.55,1.66
AlphaPay,Sweden,Stockholm,Tuesday,6:00,SEK,69.73,EUR,69.73,0.7,2.09
GlobalMart,South Africa,Port Elizabeth,Saturday,16:00,ZAR,422.73,GBP,497.32,4.97,14.92
PaySphere,Singapore,Singapore,Sunday,16:00,SGD,451.83,EUR,451.83,4.52,13.55
QuickServe,Vietnam,Hai Phong,Saturday,20:00,VND,216.43,AUD,131.17,1.31,3.94
FinEdge,UAE,Dubai,Friday,17:00,AED,345.99,EUR,345.99,3.46,10.38
Transactly,Thailand,Hat Yai,Monday,18:00,THB,270.78,AUD,164.11,1.64,4.92
Cashwave,Italy,Verona,Thursday,21:00,EUR,4109.18,USD,3735.62,37.36,112.07
NeoCommerce,Netherlands,Breda,Monday,23:00,EUR,392.78,GBP,462.1,4.62,13.86
EuroLink,Italy,Venice,Thursday,20:00,EUR,135.47,AED,33.45,0.33,1
SmartFunds,USA,Houston,Tuesday,4:00,USD,330.44,AED,81.59,0.82,2.45
TradeNova,Mexico,Guadalajara,Wednesday,5:00,MXN,336.46,AUD,203.91,2.04,6.12
NovaPay,Brazil,Rio de Janeiro,Monday,18:00,BRL,3880.74,GBP,4565.58,45.66,136.97
BuyNet,Canada,Edmonton,Saturday,13:00,CAD,274.94,GBP,323.46,3.23,9.7
FlexiPay,Netherlands,Nijmegen,Thursday,12:00,EUR,493.27,USD,448.43,4.48,13.45
MerchantX,Italy,Milan,Friday,1:00,EUR,89.51,AED,22.1,0.22,0.66
AlphaPay,China,Shenzhen,Monday,6:00,CNY,19.52,EUR,19.52,0.2,0.59
GlobalMart,Norway,Trondheim,Monday,16:00,NOK,320.52,USD,291.38,2.91,8.74
PaySphere,Sweden,Västerås,Wednesday,22:00,SEK,324.67,USD,295.15,2.95,8.85
QuickServe,Spain,Seville,Tuesday,4:00,EUR,3134.05,GBP,3687.12,36.87,110.61
FinEdge,India,Ahmedabad,Tuesday,9:00,INR,448.08,USD,407.34,4.07,12.22
Transactly,South Africa,Durban,Friday,23:00,ZAR,488.05,USD,443.68,4.44,13.31
Cashwave,Mexico,Monterrey,Thursday,4:00,MXN,181.56,AUD,110.04,1.1,3.3
NeoCommerce,Italy,Bologna,Saturday,10:00,EUR,39.31,AED,9.71,0.1,0.29
EuroLink,Spain,Las Palmas,Tuesday,1:00,EUR,401.96,USD,365.42,3.65,10.96
SmartFunds,Denmark,Odense,Sunday,13:00,DKK,231.27,USD,210.25,2.1,6.31
TradeNova,Mexico,Tijuana,Thursday,3:00,MXN,398.42,AED,98.38,0.98,2.95
NovaPay,France,Marseille,Wednesday,21:00,EUR,212.59,GBP,250.11,2.5,7.5
BuyNet,India,Hyderabad,Saturday,5:00,INR,473.56,GBP,557.13,5.57,16.71
FlexiPay,Vietnam,Hai Phong,Tuesday,20:00,VND,40.79,EUR,40.79,0.41,1.22
MerchantX,Sweden,Västerås,Saturday,6:00,SEK,41.68,AED,10.29,0.1,0.31
AlphaPay,Singapore,Singapore,Tuesday,12:00,SGD,100.04,USD,90.95,0.91,2.73
GlobalMart,Italy,Rome,Tuesday,11:00,EUR,221.77,GBP,260.9,2.61,7.83
PaySphere,Ireland,Galway,Friday,7:00,EUR,310.68,USD,282.44,2.82,8.47
QuickServe,Canada,Quebec City,Friday,14:00,CAD,372.45,AED,91.96,0.92,2.76
FinEdge,South Africa,Durban,Wednesday,14:00,ZAR,4561.28,GBP,5366.21,53.66,160.99
Transactly,Canada,Edmonton,Thursday,8:00,CAD,153.46,GBP,180.54,1.81,5.42
Cashwave,Germany,Bremen,Wednesday,6:00,EUR,316.73,AED,78.2,0.78,2.35
NeoCommerce,Sweden,Uppsala,Saturday,0:00,SEK,157.45,GBP,185.23,1.85,5.56
EuroLink,Sweden,Uppsala,Wednesday,8:00,SEK,350.9,AED,86.64,0.87,2.6
SmartFunds,Switzerland,Zurich,Friday,13:00,CHF,453.06,AED,111.87,1.12,3.36
TradeNova,Australia,Canberra,Tuesday,6:00,AUD,457.4,USD,415.82,4.16,12.47
NovaPay,Germany,Hamburg,Wednesday,8:00,EUR,36.85,AED,9.1,0.09,0.27
BuyNet,Thailand,Pattaya,Saturday,0:00,THB,41.17,AED,10.16,0.1,0.3
FlexiPay,UAE,Al Ain,Tuesday,12:00,AED,3230.41,AUD,1957.83,19.58,58.73
MerchantX,Netherlands,Almere,Thursday,9:00,EUR,1544.88,AED,381.45,3.81,11.44
AlphaPay,Brazil,São Paulo,Saturday,11:00,BRL,198.95,AUD,120.58,1.21,3.62
GlobalMart,Ireland,Galway,Friday,12:00,EUR,347.49,AUD,210.6,2.11,6.32
PaySphere,Brazil,Rio de Janeiro,Thursday,19:00,BRL,485.31,EUR,485.31,4.85,14.56
QuickServe,Switzerland,Bern,Tuesday,2:00,CHF,27.03,GBP,31.8,0.32,0.95
FinEdge,Canada,Hamilton,Friday,11:00,CAD,435.78,GBP,512.68,5.13,15.38
Transactly,Canada,Toronto,Saturday,10:00,CAD,2549.31,USD,2317.55,23.18,69.53
Cashwave,UAE,Ajman,Thursday,8:00,AED,10.48,AUD,6.35,0.06,0.19
NeoCommerce,Italy,Milan,Sunday,8:00,EUR,160.32,USD,145.75,1.46,4.37
EuroLink,Singapore,Singapore,Tuesday,21:00,SGD,4.43,GBP,5.21,0.05,0.16
SmartFunds,USA,Miami,Tuesday,13:00,USD,442.26,AED,109.2,1.09,3.28
TradeNova,Japan,Tokyo,Saturday,9:00,JPY,422.05,EUR,422.05,4.22,12.66
NovaPay,Germany,Stuttgart,Friday,12:00,EUR,219.43,GBP,258.15,2.58,7.74
BuyNet,Mexico,Mexico City,Tuesday,18:00,MXN,351.44,AED,86.78,0.87,2.6
FlexiPay,Japan,Fukuoka,Sunday,7:00,JPY,171.73,AED,42.4,0.42,1.27
MerchantX,Spain,Las Palmas,Wednesday,8:00,EUR,191.6,USD,174.18,1.74,5.23
AlphaPay,Mexico,Puebla,Saturday,9:00,MXN,202.97,USD,184.52,1.85,5.54
GlobalMart,Netherlands,Utrecht,Monday,13:00,EUR,65.57,USD,59.61,0.6,1.79
PaySphere,India,Mumbai,Tuesday,15:00,INR,355.04,EUR,355.04,3.55,10.65
QuickServe,Canada,Toronto,Saturday,21:00,CAD,355.72,AUD,215.59,2.16,6.47
FinEdge,USA,San Diego,Monday,20:00,USD,384.91,GBP,452.83,4.53,13.58
Transactly,South Africa,Cape Town,Monday,20:00,ZAR,188.9,USD,171.73,1.72,5.15
Cashwave,Thailand,Pattaya,Monday,16:00,THB,2954.71,GBP,3476.13,34.76,104.28
NeoCommerce,UK,London,Tuesday,6:00,GBP,7.07,EUR,7.07,0.07,0.21
EuroLink,Malaysia,Ipoh,Monday,21:00,MYR,426.4,AUD,258.42,2.58,7.75
SmartFunds,UK,Leeds,Monday,4:00,GBP,150.81,AUD,91.4,0.91,2.74
TradeNova,Thailand,Pattaya,Saturday,13:00,THB,201.31,USD,183.01,1.83,5.49
NovaPay,Mexico,Tijuana,Wednesday,3:00,MXN,460.35,USD,418.5,4.19,12.56
BuyNet,Canada,Toronto,Sunday,10:00,CAD,49.58,AED,12.24,0.12,0.37
FlexiPay,Canada,Toronto,Monday,2:00,CAD,267.1,USD,242.81,2.43,7.28
MerchantX,Brazil,Fortaleza,Monday,15:00,BRL,498.14,AED,123,1.23,3.69
AlphaPay,Canada,Edmonton,Wednesday,16:00,CAD,440.02,AUD,266.68,2.67,8
GlobalMart,Spain,Murcia,Wednesday,10:00,EUR,496.58,USD,451.44,4.51,13.54
PaySphere,Italy,Genoa,Thursday,21:00,EUR,8.41,USD,7.65,0.08,0.23
QuickServe,Brazil,Rio de Janeiro,Saturday,18:00,BRL,300.53,AED,74.2,0.74,2.23
FinEdge,Canada,Montreal,Friday,11:00,CAD,40.99,USD,37.27,0.37,1.12
Transactly,Sweden,Malmö,Saturday,12:00,SEK,27.12,AUD,16.44,0.16,0.49
Cashwave,India,Mumbai,Monday,13:00,INR,442.75,GBP,520.88,5.21,15.63
NeoCommerce,Italy,Palermo,Wednesday,6:00,EUR,286.86,AUD,173.85,1.74,5.22
EuroLink,Denmark,Esbjerg,Friday,18:00,DKK,326.14,EUR,326.14,3.26,9.78
SmartFunds,Italy,Genoa,Saturday,13:00,EUR,123.45,GBP,145.23,1.45,4.36
TradeNova,Norway,Oslo,Tuesday,16:00,NOK,4588.78,GBP,5398.57,53.99,161.96
NovaPay,Ireland,Dublin,Friday,23:00,EUR,44.87,GBP,52.79,0.53,1.58
BuyNet,India,Mumbai,Wednesday,7:00,INR,317.39,AUD,192.36,1.92,5.77
FlexiPay,Spain,Malaga,Friday,10:00,EUR,156.49,AED,38.64,0.39,1.16
MerchantX,Brazil,Fortaleza,Tuesday,15:00,BRL,158.2,EUR,158.2,1.58,4.75
AlphaPay,USA,Seattle,Monday,8:00,USD,441.71,AED,109.06,1.09,3.27
GlobalMart,Italy,Milan,Sunday,11:00,EUR,450.18,AUD,272.84,2.73,8.19
PaySphere,UK,Glasgow,Monday,8:00,GBP,322.97,EUR,322.97,3.23,9.69
QuickServe,France,Nantes,Sunday,18:00,EUR,138.15,GBP,162.53,1.63,4.88
FinEdge,Spain,Zaragoza,Sunday,11:00,EUR,126.88,USD,115.35,1.15,3.46
Transactly,India,Mumbai,Thursday,1:00,INR,2034.41,GBP,2393.42,23.93,71.8
Cashwave,Switzerland,Zurich,Wednesday,11:00,CHF,262.01,AED,64.69,0.65,1.94
NeoCommerce,Germany,Cologne,Monday,13:00,EUR,145.49,AED,35.92,0.36,1.08
EuroLink,USA,Miami,Thursday,2:00,USD,453.64,AUD,274.93,2.75,8.25
SmartFunds,Canada,Hamilton,Monday,11:00,CAD,162.97,AUD,98.77,0.99,2.96
TradeNova,France,Nantes,Thursday,11:00,EUR,2961.96,AUD,1795.13,17.95,53.85
NovaPay,China,Guangzhou,Saturday,14:00,CNY,373.47,AUD,226.34,2.26,6.79
BuyNet,Singapore,Singapore,Monday,10:00,SGD,344.07,USD,312.79,3.13,9.38
FlexiPay,Brazil,São Paulo,Wednesday,20:00,BRL,441.74,AED,109.07,1.09,3.27
MerchantX,UK,Sheffield,Saturday,20:00,GBP,81.64,AED,20.16,0.2,0.6
AlphaPay,South Africa,Cape Town,Tuesday,8:00,ZAR,480.29,USD,436.63,4.37,13.1
GlobalMart,Thailand,Hat Yai,Wednesday,2:00,THB,312.45,USD,284.05,2.84,8.52
PaySphere,Sweden,Malmö,Saturday,13:00,SEK,31.77,AED,7.84,0.08,0.24
QuickServe,Denmark,Esbjerg,Wednesday,9:00,DKK,445.35,AUD,269.91,2.7,8.1
FinEdge,Switzerland,Lausanne,Sunday,8:00,CHF,358.66,USD,326.05,3.26,9.78
Transactly,Malaysia,Johor Bahru,Thursday,7:00,MYR,178.77,EUR,178.77,1.79,5.36
Cashwave,Denmark,Aarhus,Saturday,13:00,DKK,215.6,EUR,215.6,2.16,6.47
NeoCommerce,Netherlands,Eindhoven,Saturday,14:00,EUR,479.33,AED,118.35,1.18,3.55
EuroLink,Ireland,Waterford,Monday,18:00,EUR,245.48,AED,60.61,0.61,1.82
SmartFunds,Thailand,Bangkok,Friday,11:00,THB,41.19,USD,37.44,0.37,1.12
TradeNova,Sweden,Stockholm,Thursday,13:00,SEK,452.66,AED,111.77,1.12,3.35
NovaPay,Canada,Winnipeg,Monday,4:00,CAD,140.22,USD,127.47,1.27,3.82
BuyNet,South Africa,Port Elizabeth,Friday,20:00,ZAR,115.72,AUD,70.13,0.7,2.1
FlexiPay,UK,Liverpool,Saturday,17:00,GBP,350.24,AED,86.48,0.86,2.59
MerchantX,Switzerland,Basel,Thursday,22:00,CHF,86.91,USD,79.01,0.79,2.37
AlphaPay,Netherlands,Breda,Saturday,11:00,EUR,11.03,GBP,12.98,0.13,0.39
GlobalMart,Mexico,Puebla,Thursday,19:00,MXN,95.29,EUR,95.29,0.95,2.86
PaySphere,Thailand,Bangkok,Saturday,14:00,THB,121.41,AED,29.98,0.3,0.9
QuickServe,UK,Sheffield,Friday,7:00,GBP,397.51,USD,361.38,3.61,10.84
FinEdge,Canada,Quebec City,Tuesday,14:00,CAD,341.96,EUR,341.96,3.42,10.26
Transactly,Germany,Hamburg,Friday,14:00,EUR,180.04,USD,163.67,1.64,4.91
Cashwave,China,Beijing,Saturday,3:00,CNY,285.93,AUD,173.29,1.73,5.2
NeoCommerce,China,Beijing,Tuesday,8:00,CNY,237.51,USD,215.92,2.16,6.48
EuroLink,Vietnam,Hai Phong,Monday,22:00,VND,284.14,EUR,284.14,2.84,8.52
SmartFunds,Italy,Naples,Tuesday,10:00,EUR,392.96,AUD,238.16,2.38,7.14
TradeNova,Brazil,Salvador,Saturday,14:00,BRL,97.37,GBP,114.56,1.15,3.44
NovaPay,Ireland,Galway,Thursday,21:00,EUR,187.79,AUD,113.81,1.14,3.41
BuyNet,Germany,Berlin,Wednesday,3:00,EUR,208.58,AED,51.5,0.52,1.54
FlexiPay,Thailand,Chiang Mai,Monday,14:00,THB,58.32,AUD,35.35,0.35,1.06
MerchantX,India,Bangalore,Monday,21:00,INR,2134.22,USD,1940.2,19.4,58.21
AlphaPay,UAE,Abu Dhabi,Wednesday,23:00,AED,492.96,AUD,298.76,2.99,8.96
GlobalMart,Mexico,Guadalajara,Wednesday,16:00,MXN,444.63,GBP,523.1,5.23,15.69
PaySphere,Italy,Turin,Monday,2:00,EUR,260.62,USD,236.93,2.37,7.11
QuickServe,Italy,Turin,Saturday,18:00,EUR,325.33,AUD,197.17,1.97,5.92
FinEdge,Switzerland,Basel,Friday,5:00,CHF,409.56,GBP,481.84,4.82,14.46
Transactly,South Africa,Cape Town,Monday,8:00,ZAR,426.89,AUD,258.72,2.59,7.76
Cashwave,Germany,Berlin,Monday,6:00,EUR,444.58,USD,404.16,4.04,12.12
NeoCommerce,Denmark,Aalborg,Saturday,23:00,DKK,3773.83,AUD,2287.17,22.87,68.62
EuroLink,Japan,Fukuoka,Tuesday,15:00,JPY,414.3,GBP,487.42,4.87,14.62
SmartFunds,Ireland,Limerick,Friday,10:00,EUR,483.11,AUD,292.79,2.93,8.78
TradeNova,Vietnam,Hai Phong,Monday,9:00,VND,453.36,USD,412.15,4.12,12.36
NovaPay,South Africa,Johannesburg,Thursday,23:00,ZAR,422.15,AUD,255.85,2.56,7.68
BuyNet,Italy,Florence,Thursday,11:00,EUR,454.87,AUD,275.68,2.76,8.27
FlexiPay,Denmark,Esbjerg,Tuesday,22:00,DKK,179.79,USD,163.45,1.63,4.9
MerchantX,Denmark,Copenhagen,Wednesday,6:00,DKK,135.12,EUR,135.12,1.35,4.05
AlphaPay,Japan,Fukuoka,Saturday,12:00,JPY,225.66,AUD,136.76,1.37,4.1
GlobalMart,China,Beijing,Monday,14:00,CNY,435.92,EUR,435.92,4.36,13.08
PaySphere,Japan,Nagoya,Tuesday,13:00,JPY,345.38,AUD,209.32,2.09,6.28
QuickServe,Thailand,Hat Yai,Thursday,22:00,THB,100.22,AED,24.75,0.25,0.74
FinEdge,France,Lyon,Thursday,13:00,EUR,78.43,AUD,47.53,0.48,1.43
Transactly,Ireland,Limerick,Saturday,19:00,EUR,18.16,AED,4.48,0.04,0.13
Cashwave,Germany,Leipzig,Monday,20:00,EUR,269.63,AUD,163.41,1.63,4.9
NeoCommerce,Malaysia,Johor Bahru,Friday,17:00,MYR,32.98,USD,29.98,0.3,0.9
EuroLink,UK,Sheffield,Monday,22:00,GBP,414.57,AED,102.36,1.02,3.07
SmartFunds,Netherlands,Groningen,Thursday,5:00,EUR,290.62,GBP,341.9,3.42,10.26
TradeNova,India,Mumbai,Wednesday,5:00,INR,84.02,USD,76.38,0.76,2.29
NovaPay,Germany,Dortmund,Sunday,1:00,EUR,198.77,AED,49.08,0.49,1.47
BuyNet,Canada,Calgary,Monday,11:00,CAD,464.41,AUD,281.46,2.81,8.44
FlexiPay,Ireland,Dublin,Saturday,6:00,EUR,104.65,AED,25.84,0.26,0.78
MerchantX,Italy,Florence,Tuesday,12:00,EUR,492.26,AED,121.54,1.22,3.65
AlphaPay,Canada,Ottawa,Friday,16:00,CAD,220.4,EUR,220.4,2.2,6.61
GlobalMart,Singapore,Singapore,Thursday,8:00,SGD,499.27,GBP,587.38,5.87,17.62
PaySphere,Sweden,Gothenburg,Monday,10:00,SEK,150.35,USD,136.68,1.37,4.1
QuickServe,Mexico,Mexico City,Friday,10:00,MXN,117.44,AUD,71.18,0.71,2.14
FinEdge,USA,Miami,Saturday,14:00,USD,1963.2,AUD,1189.82,11.9,35.69
Transactly,Germany,Bremen,Thursday,3:00,EUR,498.16,AED,123,1.23,3.69
Cashwave,China,Shenzhen,Saturday,10:00,CNY,498.1,GBP,586,5.86,17.58
NeoCommerce,Norway,Bergen,Tuesday,19:00,NOK,410.03,USD,372.76,3.73,11.18
EuroLink,South Africa,Pretoria,Tuesday,1:00,ZAR,277.38,EUR,277.38,2.77,8.32
SmartFunds,South Africa,Johannesburg,Friday,18:00,ZAR,343.31,USD,312.1,3.12,9.36
TradeNova,Netherlands,Nijmegen,Saturday,6:00,EUR,137.74,USD,125.21,1.25,3.76
NovaPay,Denmark,Aarhus,Wednesday,20:00,DKK,391.71,AED,96.72,0.97,2.9
BuyNet,USA,San Diego,Thursday,14:00,USD,39.84,EUR,39.84,0.4,1.2
FlexiPay,UAE,Al Ain,Tuesday,9:00,AED,262.32,EUR,262.32,2.62,7.87
MerchantX,Singapore,Singapore,Sunday,14:00,SGD,98.35,USD,89.41,0.89,2.68
AlphaPay,Netherlands,Utrecht,Saturday,13:00,EUR,128.68,AUD,77.99,0.78,2.34
GlobalMart,Australia,Sydney,Thursday,9:00,AUD,179.39,EUR,179.39,1.79,5.38
PaySphere,Italy,Verona,Wednesday,13:00,EUR,118.62,AED,29.29,0.29,0.88
QuickServe,China,Beijing,Saturday,20:00,CNY,77.84,AUD,47.18,0.47,1.42
FinEdge,Netherlands,Breda,Wednesday,3:00,EUR,248.65,AUD,150.7,1.51,4.52
Transactly,UK,Belfast,Tuesday,9:00,GBP,219.83,EUR,219.83,2.2,6.59
Cashwave,Switzerland,Lausanne,Tuesday,20:00,CHF,252.24,USD,229.31,2.29,6.88
NeoCommerce,Netherlands,Tilburg,Thursday,21:00,EUR,239.71,AUD,145.28,1.45,4.36
EuroLink,Canada,Toronto,Saturday,9:00,CAD,338.05,AED,83.47,0.83,2.5
SmartFunds,China,Chengdu,Thursday,16:00,CNY,67.3,AUD,40.79,0.41,1.22
TradeNova,Brazil,São Paulo,Monday,3:00,BRL,436.84,AUD,264.75,2.65,7.94
NovaPay,France,Lyon,Wednesday,9:00,EUR,291.63,AED,72.01,0.72,2.16
BuyNet,Mexico,Mexico City,Monday,2:00,MXN,200.12,EUR,200.12,2,6
FlexiPay,South Africa,Cape Town,Thursday,8:00,ZAR,448.17,AED,110.66,1.11,3.32
MerchantX,Thailand,Pattaya,Saturday,18:00,THB,151.14,USD,137.4,1.37,4.12
AlphaPay,Sweden,Stockholm,Wednesday,6:00,SEK,236.28,USD,214.8,2.15,6.44
GlobalMart,Germany,Cologne,Monday,16:00,EUR,2284.8,AED,564.15,5.64,16.92
PaySphere,Australia,Perth,Friday,7:00,AUD,133.64,GBP,157.23,1.57,4.72
QuickServe,Ireland,Limerick,Friday,16:00,EUR,112,AUD,67.88,0.68,2.04
FinEdge,Mexico,Puebla,Monday,17:00,MXN,153.87,AED,37.99,0.38,1.14
Transactly,China,Chengdu,Thursday,19:00,CNY,1184.39,EUR,1184.39,11.84,35.53
Cashwave,Vietnam,Hanoi,Tuesday,17:00,VND,11.94,AED,2.95,0.03,0.09
NeoCommerce,South Africa,Johannesburg,Sunday,13:00,ZAR,45.93,AED,11.34,0.11,0.34
EuroLink,UAE,Dubai,Tuesday,14:00,AED,86.92,GBP,102.25,1.02,3.07
SmartFunds,Canada,Vancouver,Thursday,9:00,CAD,3613.22,AED,892.15,8.92,26.76
TradeNova,Singapore,Singapore,Saturday,9:00,SGD,57.7,GBP,67.88,0.68,2.04
NovaPay,Japan,Osaka,Thursday,22:00,JPY,43.62,EUR,43.62,0.44,1.31
BuyNet,China,Guangzhou,Wednesday,9:00,CNY,3188.71,AED,787.34,7.87,23.62
FlexiPay,Japan,Fukuoka,Tuesday,18:00,JPY,432.66,GBP,509.01,5.09,15.27
MerchantX,India,Bangalore,Friday,17:00,INR,96.62,USD,87.83,0.88,2.63
AlphaPay,USA,Miami,Sunday,11:00,USD,172.05,EUR,172.05,1.72,5.16
GlobalMart,Denmark,Aalborg,Thursday,9:00,DKK,212.39,AED,52.44,0.52,1.57
PaySphere,Canada,Ottawa,Friday,7:00,CAD,314.73,GBP,370.27,3.7,11.11
QuickServe,South Africa,Johannesburg,Saturday,18:00,ZAR,153.98,AUD,93.32,0.93,2.8
FinEdge,France,Nantes,Sunday,9:00,EUR,249.8,AUD,151.39,1.51,4.54
Transactly,Norway,Trondheim,Saturday,1:00,NOK,272.93,AED,67.39,0.67,2.02
Cashwave,South Africa,Port Elizabeth,Monday,17:00,ZAR,7.84,USD,7.13,0.07,0.21
NeoCommerce,Australia,Gold Coast,Friday,19:00,AUD,393.44,GBP,462.87,4.63,13.89
EuroLink,Japan,Tokyo,Saturday,19:00,JPY,318.75,USD,289.77,2.9,8.69
SmartFunds,Switzerland,Lausanne,Wednesday,14:00,CHF,55.99,GBP,65.87,0.66,1.98
TradeNova,South Africa,Johannesburg,Thursday,13:00,ZAR,308.66,USD,280.6,2.81,8.42
NovaPay,USA,San Diego,Wednesday,13:00,USD,353.58,AUD,214.29,2.14,6.43
BuyNet,Australia,Darwin,Tuesday,23:00,AUD,104.11,EUR,104.11,1.04,3.12
FlexiPay,Switzerland,Geneva,Friday,3:00,CHF,242.11,USD,220.1,2.2,6.6
MerchantX,Ireland,Dublin,Saturday,6:00,EUR,304,USD,276.36,2.76,8.29
AlphaPay,Japan,Fukuoka,Thursday,11:00,JPY,48.12,AED,11.88,0.12,0.36
GlobalMart,Australia,Darwin,Friday,14:00,AUD,1733.46,GBP,2039.37,20.39,61.18
PaySphere,Thailand,Hat Yai,Monday,21:00,THB,72.69,GBP,85.52,0.86,2.57
QuickServe,Brazil,Rio de Janeiro,Friday,10:00,BRL,480.56,AED,118.66,1.19,3.56
FinEdge,Vietnam,Hanoi,Thursday,12:00,VND,282.48,EUR,282.48,2.82,8.47
Transactly,Brazil,Salvador,Friday,5:00,BRL,238.63,AED,58.92,0.59,1.77
Cashwave,Netherlands,Breda,Wednesday,19:00,EUR,490.36,AUD,297.19,2.97,8.92
NeoCommerce,Thailand,Bangkok,Monday,9:00,THB,14.32,AUD,8.68,0.09,0.26
EuroLink,Vietnam,Hai Phong,Tuesday,15:00,VND,470.87,AUD,285.38,2.85,8.56
SmartFunds,Switzerland,Geneva,Monday,8:00,CHF,316.52,AUD,191.83,1.92,5.75
TradeNova,Switzerland,Bern,Thursday,5:00,CHF,144.74,AUD,87.72,0.88,2.63
NovaPay,Brazil,Fortaleza,Sunday,23:00,BRL,93.54,USD,85.03,0.85,2.55
BuyNet,China,Shenzhen,Wednesday,11:00,CNY,491.23,EUR,491.23,4.91,14.74
FlexiPay,Denmark,Aarhus,Monday,13:00,DKK,191.34,GBP,225.1,2.25,6.75
MerchantX,Mexico,Monterrey,Wednesday,12:00,MXN,172.61,EUR,172.61,1.73,5.18
AlphaPay,Canada,Ottawa,Wednesday,15:00,CAD,286.12,USD,260.11,2.6,7.8
GlobalMart,Australia,Melbourne,Friday,18:00,AUD,4185.62,GBP,4924.26,49.24,147.73
PaySphere,Thailand,Hat Yai,Friday,12:00,THB,447.83,EUR,447.83,4.48,13.43
QuickServe,Netherlands,Almere,Tuesday,18:00,EUR,256.76,GBP,302.07,3.02,9.06
FinEdge,Malaysia,Johor Bahru,Thursday,12:00,MYR,99.48,USD,90.44,0.9,2.71
Transactly,Ireland,Dublin,Saturday,14:00,EUR,40.05,AED,9.89,0.1,0.3
Cashwave,Netherlands,Utrecht,Monday,19:00,EUR,409.61,AUD,248.25,2.48,7.45
NeoCommerce,Brazil,Rio de Janeiro,Monday,14:00,BRL,234.66,EUR,234.66,2.35,7.04
EuroLink,Thailand,Hat Yai,Tuesday,11:00,THB,211.15,AED,52.14,0.52,1.56
SmartFunds,Malaysia,Johor Bahru,Saturday,23:00,MYR,110.17,AED,27.2,0.27,0.82
TradeNova,Ireland,Dublin,Monday,21:00,EUR,7.28,GBP,8.56,0.09,0.26
NovaPay,Sweden,Stockholm,Saturday,6:00,SEK,8.99,GBP,10.58,0.11,0.32
BuyNet,Brazil,Fortaleza,Wednesday,6:00,BRL,136.71,AUD,82.86,0.83,2.49
FlexiPay,Switzerland,Lausanne,Thursday,13:00,CHF,497.28,USD,452.08,4.52,13.56
MerchantX,India,Mumbai,Friday,12:00,INR,143.38,AUD,86.9,0.87,2.61
AlphaPay,Mexico,Puebla,Tuesday,8:00,MXN,469.17,GBP,551.97,5.52,16.56
GlobalMart,Denmark,Aarhus,Tuesday,14:00,DKK,3016.59,GBP,3548.93,35.49,106.47
PaySphere,Germany,Düsseldorf,Saturday,17:00,EUR,33.61,USD,30.56,0.31,0.92
QuickServe,USA,Los Angeles,Monday,12:00,USD,317.8,AED,78.47,0.78,2.35
FinEdge,India,Mumbai,Friday,17:00,INR,354.21,GBP,416.72,4.17,12.5
Transactly,Sweden,Gothenburg,Tuesday,16:00,SEK,58.87,GBP,69.26,0.69,2.08
Cashwave,Sweden,Malmö,Tuesday,7:00,SEK,444.58,AED,109.77,1.1,3.29
NeoCommerce,UAE,Abu Dhabi,Tuesday,2:00,AED,244.83,AUD,148.38,1.48,4.45
EuroLink,Switzerland,Bern,Sunday,4:00,CHF,484.97,EUR,484.97,4.85,14.55
